"","GENE","ACTR3B","ANLN","BAG1","BCL2","BIRC5","BLVRA","CCNB1","CCNE1","CDC20","CDC6","CDH3","CENPF","CEP55","CXXC5","EGFR","ERBB2","ESR1","EXO1","FGFR4","FOXA1","FOXC1","GPR160","GRB7","KIF2C","KRT14","KRT17","KRT5","MAPT","MDM2","MELK","MIA","MKI67","MLPH","MMP11","MYBL2","MYC","NAT1","NDC80","NUF2","ORC6L","PGR","PHGDH","PTTG1","RRM2","SFRP1","SLC39A6","TMEM45B","TYMS","UBE2C","UBE2T","ABCC3","ACOX2","ACSL3","AHCYL1","AK2","AKAP1","ARF1","ARHGDIB","ARL6IP1","ARNT2","ARPC1B","ASF1A","ATP6AP1","BAG4","BIRC2","BMP7","BRCA1","BTF3","BUB1","BUB3","KIT","C10orf116","C10orf67","C11orf45","C11orf54","C4A","C5orf13","CABP4","CASP1","CASP3","CASP7","CCNG2","CCNH","CD38","CD3D","CD4","CD58","CD59","CDH1","CDKN2D","CDKN3","CEBPG","CENPE","CES2","CETN3","CHAF1B","CHI3L1","CHI3L2","CKS1B","CKS2","CLDN3","CLDN4","CLGN","CLTC","COX5A","CP","CRABP1","CSE1L","CSRP2","CST6","CTNNA1","CX3CL1","CXCL9","DAZAP2","DLX5","DUSP4","DUSP6","DYRK4","ECHDC1","EIF2C2","EPHX2","EPOR","ETFA","EXOSC9","EXT2","FABP7","FADD","FAM3C","FANCA","FBL","FEM1B","FGF12","FKBP11","FOLR1","FUBP1","FUCA1","FUT8","GARS","GART","GATA3","GATM","GLG1","GPSM2","GSTK1","GSTM1","GSTP1","GTPBP4","H1F0","H3F3B","HDAC2","HINT1","HIPK2","HLA.DRB1","HMGB2","HOXB6","HTATIP2","IDH2","IFI30","IFI6","IFITM1","IGBP1","IGFBP2","IL13RA1","IMPA2","INPP4B","INSM1","ISG15","ISG20","ITGB4","KCNMA1","KIAA0101","KIAA0182","KIF13B","KIF2C.1","KRT13","KRT14.1","KRT15","KRT16","KRT17.1","KRT18","HBA2","LIPE","IVL","LEP","ITPKA","CNN1","ABP1","C6","GPD1","MUC2","MYH2","PYGM","RDH5","ROS1","TNNC2","IL20","MYO3B","AQPEP","PLAC9","ARMC3","MS4A15","SKA1","HEPACAM","LRRN4CL","SKA3","PI16","VSTM2A","SCUBE3","CNIH2","MAMDC2","ASPM","PRSS33","PYDC1","LOC283392","NPW","TMEM145","IGSF10","TUSC5","S100A7A","GPIHBP1","GPR109A","LST.3TM12","FAM5C","KY","SBSN","C9orf169","SPDYC","KRTDAP","SAMD5","CSAG3","C14orf180","DEFB132","C4orf40","KLHL31","PRRT4","CXADRP3","SULT1C3","LMOD2","CT45A1","HEPN1","FAM196A","NBPF6","LRTM2","LOC728264","MAGEA9B","PLIN4","GAGE2D","FAM72A","FAM196B","GAGE12D","PDE2A","PDE3B","PDK4","PENK","PFKFB1","PITX1","PLIN1","PLK1","FXYD1","PPARG","PPP1R1A","PPP2R2C","MASP1","PVALB","PYGM.1","RBP4","RDH5.1","ROS1.1","RRM2.1","S100A8","S100A9","S100P","SAA1","SAA2","SERPINB3","SERPINB4","SCN3A","SCN4A","SRL","CCL11","CCL14","CXCL11","SFTPB","SIX3","SLC1A6","SLC2A4","SLC6A4","SLN","SOX2","SPRR1B","AURKA","SYT4","TDO2","TFR2","TIMP4","TK1","CLEC3B","TNNC2.1","TNNC1","TNNI1","TNNI2","TNNI3","TNNT3","IDH3","IFI6.1","ISG15.1","STAT1","ISG20.1","CXCL9.1","CASP1.1","NMI","YES1","SOD2","SNRPD1","EIF2C2.1","GARS.1","SOX4","SUBTYPE"
"792","TCGA-E9-A6HE-01A-11R-A31O-07",547,1029,6632,3832,2002,4792,3134,316,2797,1466,853,3580,955,2345,67,30895,21058,894,380,8971,166,1303,2316,1950,3401,5247,1680,11047,2702,865,86,3236,22779,65522,5483,2898,2659,1135,683,183,7273,4507,2694,2934,858,19879,160,4627,2300,1893,503,146,7449,6940,8181,2630,42770,13583,20646,2046,13471,704,15987,135,1645,172,910,30031,964,9662,380,9916,50,47,444,114020,5467,20,945,1826,2180,7239,1468,25,309,2123,585,25681,475,892,849,2249,490,1629,889,1240,1901,1795,7245,2586,5656,21881,822,19359,5408,1218,1217,7226,372,409,17777,2028,264,13372,51,7137,1279,1609,770,434,2761,427,3879,1455,2854,6,2323,2664,575,12565,2978,76,1527,41,2512,4368,2560,5319,2953,26675,1374,7131,1309,7193,12,6546,3910,25633,38645,5646,13513,3069,19352,9513,200,658,25059,21790,94854,38299,4026,9641,7112,2170,825,36,28329,1343,1662,4291,3042,2814,3979,1950,4,3401,10771,692,5247,68572,3832,114020,67,38645,853,3832,2316,4291,2028,892,2659,575,309,575,547,1303,547,1029,1303,547,704,15987,135,1645,1029,1303,547,575,6940,1795,547,547,1029,6632,3832,2002,4792,3134,316,2797,1466,853,3580,5646,13513,3069,19352,9513,200,658,2002,4792,3134,316,2797,1466,853,3580,955,2345,67,30895,21058,894,849,2249,490,1629,889,1240,1901,1795,7245,2586,5656,21881,65522,5483,2898,2659,1135,683,183,7273,4507,1950,4,3401,10771,692,5247,68572,3832,114020,1029,1303,547,704,15987,135,1645,1029,1303,547,575,6940,1795,547,NA,NA,NA,NA,NA,13513,3069,19352,9513,200,658,25059,21790,94854,38299,4026,9641,683,183,7273,4507,2694,2934,858,19879,1029,309,575,4792,"LumA"
"793","TCGA-OL-A6VQ-01A-12R-A41B-07",127,359,2192,1255,78,1440,319,26,175,122,1306,965,121,1250,479,9289,5149,85,133,4700,245,988,487,102,6792,12389,8393,6510,1457,104,80,689,10591,5377,149,6558,5909,24,136,18,5412,646,91,283,2028,23736,86,172,143,177,268,140,2866,4204,2022,1397,12019,5426,4520,1149,2329,264,4421,167,1538,95,217,9105,142,2321,726,1642,2,11,681,63602,1704,31,265,607,1262,6489,554,28,113,928,173,18478,1266,110,17,766,106,797,253,217,685,625,455,592,738,14434,789,9722,869,581,85,1871,227,22,8686,1646,576,6481,13,2308,3613,187,666,148,750,201,1057,463,1624,2,490,900,54,1905,2413,16,336,27,1929,1300,1567,1377,1052,8461,791,3035,378,2057,4324,2397,932,5984,10303,1318,2254,3330,3501,1419,39,207,3744,1383,2014,2486,1133,2956,5225,161,1325,1,663,317,3694,611,161,2574,2564,102,30,6792,1216,348,12389,23635,1255,63602,479,10303,1306,1255,487,611,1646,110,5909,54,113,54,127,988,127,359,988,127,264,4421,167,1538,359,988,127,54,4204,625,127,127,359,2192,1255,78,1440,319,26,175,122,1306,965,1318,2254,3330,3501,1419,39,207,78,1440,319,26,175,122,1306,965,121,1250,479,9289,5149,85,17,766,106,797,253,217,685,625,455,592,738,14434,5377,149,6558,5909,24,136,18,5412,646,102,30,6792,1216,348,12389,23635,1255,63602,359,988,127,264,4421,167,1538,359,988,127,54,4204,625,127,NA,NA,NA,NA,NA,2254,3330,3501,1419,39,207,3744,1383,2014,2486,1133,2956,136,18,5412,646,91,283,2028,23736,359,113,54,1440,"LumA"
"794","TCGA-A2-A1FX-01A-11R-A13Q-07",640,2189,8237,5452,1476,1165,5163,184,1925,3342,2057,5198,1747,6124,443,18653,51914,839,159,21097,425,5631,2121,2847,816,969,1366,9322,19344,975,21,9023,25754,8296,2628,6357,4269,889,1201,450,12848,403,1912,6491,2171,179126,472,3100,3279,2346,408,1102,10600,37757,6263,8385,37822,11276,39191,3209,6227,1341,18764,1157,3002,1551,3621,45321,1968,15523,2264,2481,0,216,1271,35751,4732,295,1003,3353,2589,9732,2582,77,168,4324,853,30358,23206,1254,921,4872,2919,3268,1349,2142,1344,144,3555,1272,2742,13858,2524,47673,5402,86,866,13072,331,6,32030,1444,1386,28577,12,898,2481,777,2364,917,2972,350,3076,2410,4584,1,6326,2599,854,7231,7888,1625,638,41,4964,2959,5910,6217,6311,54015,1352,9814,9698,8027,26955,2332,4038,44811,60446,4240,14673,6792,9590,26152,43,2267,8750,10352,16832,41507,4403,2843,11506,803,3641,836,7862,838,3551,607,2012,14825,2152,2847,54,816,60302,20,969,92394,5452,35751,443,60446,2057,5452,2121,607,1444,1254,4269,854,168,854,640,5631,640,2189,5631,640,1341,18764,1157,3002,2189,5631,640,854,37757,144,640,640,2189,8237,5452,1476,1165,5163,184,1925,3342,2057,5198,4240,14673,6792,9590,26152,43,2267,1476,1165,5163,184,1925,3342,2057,5198,1747,6124,443,18653,51914,839,921,4872,2919,3268,1349,2142,1344,144,3555,1272,2742,13858,8296,2628,6357,4269,889,1201,450,12848,403,2847,54,816,60302,20,969,92394,5452,35751,2189,5631,640,1341,18764,1157,3002,2189,5631,640,854,37757,144,640,NA,NA,NA,NA,NA,14673,6792,9590,26152,43,2267,8750,10352,16832,41507,4403,2843,1201,450,12848,403,1912,6491,2171,179126,2189,168,854,1165,"Normal"
"795","TCGA-B6-A0IA-01A-11R-A034-07",614,1074,18276,4955,770,3494,3617,117,1578,1174,1687,5091,1424,1663,80,12997,23573,717,112,21592,58,6009,1308,1101,1307,3256,944,11744,7512,834,53,2875,28312,1622,1805,2562,3491,1077,1457,460,23530,1124,1976,3521,87,62750,203,1475,2556,2397,1123,6784,6428,14616,10410,2182,73731,19719,85287,3295,11051,1168,23216,953,2108,14,752,44040,619,17589,40,15196,32,10,1590,92816,627,125,99,1465,4927,20927,2593,0,9,943,1046,51684,14214,1423,1245,3873,580,1220,1587,673,4771,2247,3201,3538,4238,3871,4,24736,6944,708,11,9382,79,72,25148,154,31,24003,9,13055,5455,962,168,898,1084,242,867,1421,4428,2,1900,2223,114,5734,3839,48,2248,59,3328,3443,2221,3860,2033,46509,1509,2561,1612,15996,722,1707,2325,40026,59980,2645,8927,6299,3474,5805,28,5253,8201,9426,17636,22622,6277,11430,10263,936,1235,944,9514,1887,6177,441,2443,3489,2584,1101,6,1307,4316,73,3256,122463,4955,92816,80,59980,1687,4955,1308,441,154,1423,3491,114,9,114,614,6009,614,1074,6009,614,1168,23216,953,2108,1074,6009,614,114,14616,2247,614,614,1074,18276,4955,770,3494,3617,117,1578,1174,1687,5091,2645,8927,6299,3474,5805,28,5253,770,3494,3617,117,1578,1174,1687,5091,1424,1663,80,12997,23573,717,1245,3873,580,1220,1587,673,4771,2247,3201,3538,4238,3871,1622,1805,2562,3491,1077,1457,460,23530,1124,1101,6,1307,4316,73,3256,122463,4955,92816,1074,6009,614,1168,23216,953,2108,1074,6009,614,114,14616,2247,614,NA,NA,NA,NA,NA,8927,6299,3474,5805,28,5253,8201,9426,17636,22622,6277,11430,1457,460,23530,1124,1976,3521,87,62750,1074,9,114,3494,"LumB"
"796","TCGA-BH-A0HB-01A-11R-A056-07",516,1520,3419,9011,1404,6002,4358,133,2023,688,1358,5284,983,3807,194,12087,68866,148,1052,24077,210,3948,673,2082,5576,14858,33683,10370,4973,1331,78,4130,15977,14802,4506,2895,3930,524,748,481,4353,2185,2103,2923,315,60578,236,1811,4264,2647,1189,180,6864,8078,7161,2150,84258,7738,27734,1474,4698,1066,23540,437,1381,514,290,46303,910,8857,238,7158,0,78,579,10178,2517,6,424,2264,2065,3795,1799,63,428,3774,447,18707,49006,698,617,2734,722,2363,1889,1033,1973,64,2553,3636,4941,18116,3581,99996,4925,302,116,9067,354,318,20440,1014,4683,17089,22,1650,1341,755,800,810,423,112,2320,1658,2121,0,2786,1429,646,9021,4899,152,750,23,3443,2778,2766,6762,2599,30174,646,6925,1200,4910,22,5490,3127,20167,59109,4477,10943,2638,10948,9875,104,2153,14036,10964,38589,10881,2354,6881,7108,957,1620,11,9919,797,2086,775,1716,5968,2221,2082,15476,5576,7616,3154,14858,83267,9011,10178,194,59109,1358,9011,673,775,1014,698,3930,646,428,646,516,3948,516,1520,3948,516,1066,23540,437,1381,1520,3948,516,646,8078,64,516,516,1520,3419,9011,1404,6002,4358,133,2023,688,1358,5284,4477,10943,2638,10948,9875,104,2153,1404,6002,4358,133,2023,688,1358,5284,983,3807,194,12087,68866,148,617,2734,722,2363,1889,1033,1973,64,2553,3636,4941,18116,14802,4506,2895,3930,524,748,481,4353,2185,2082,15476,5576,7616,3154,14858,83267,9011,10178,1520,3948,516,1066,23540,437,1381,1520,3948,516,646,8078,64,516,NA,NA,NA,NA,NA,10943,2638,10948,9875,104,2153,14036,10964,38589,10881,2354,6881,748,481,4353,2185,2103,2923,315,60578,1520,428,646,6002,"LumA"
"797","TCGA-GM-A2DI-01A-31R-A18M-07",108,625,1471,3405,102,1822,615,38,425,160,914,1167,292,1466,737,4881,7407,82,144,6113,199,1264,253,351,4005,5390,5358,4363,1926,174,70,1897,5817,6907,530,2975,1616,179,84,49,4433,359,244,791,3132,8916,390,455,303,128,719,243,3099,6472,2761,1181,10369,9732,9117,1340,4424,642,5081,337,1915,103,357,10859,359,3242,842,1182,1,55,419,32011,1202,30,884,956,1065,2542,830,293,771,4745,287,9423,14980,226,108,983,177,1255,236,382,2057,459,657,490,369,3642,98,14134,1205,190,28,3285,196,66,10172,1730,16738,9492,7,3577,1316,303,1114,513,224,105,941,360,1571,18,827,912,216,2797,3451,13,653,78,2315,1585,1446,2627,1592,8001,450,5626,342,2147,2,1987,1520,5467,12055,2252,2840,3095,17776,2192,20,415,3432,5308,6943,4250,1986,4096,5215,159,686,57,1129,991,2686,2070,249,2711,3438,351,4,4005,1446,120,5390,25923,3405,32011,737,12055,914,3405,253,2070,1730,226,1616,216,771,216,108,1264,108,625,1264,108,642,5081,337,1915,625,1264,108,216,6472,459,108,108,625,1471,3405,102,1822,615,38,425,160,914,1167,2252,2840,3095,17776,2192,20,415,102,1822,615,38,425,160,914,1167,292,1466,737,4881,7407,82,108,983,177,1255,236,382,2057,459,657,490,369,3642,6907,530,2975,1616,179,84,49,4433,359,351,4,4005,1446,120,5390,25923,3405,32011,625,1264,108,642,5081,337,1915,625,1264,108,216,6472,459,108,NA,NA,NA,NA,NA,2840,3095,17776,2192,20,415,3432,5308,6943,4250,1986,4096,84,49,4433,359,244,791,3132,8916,625,771,216,1822,"LumA"
"798","TCGA-OL-A5RZ-01A-11R-A28M-07",2528,1079,3014,1612,696,2927,2056,500,2381,486,985,3516,813,805,141,424388,189,411,19118,13230,93,3696,65563,1167,905,1518,853,109,2476,592,7,3518,19612,5154,2776,290,786,452,637,927,11,2993,1096,2538,316,7146,699,1738,1528,1357,3924,100,4016,3759,2369,17793,29766,18875,14679,1193,2273,933,10337,99,1118,2259,361,19133,778,3772,611,4184,1,21,544,4514,2916,27,106,2306,858,5069,526,4,53,767,150,4908,39152,344,288,1970,607,2822,530,636,465,5,1586,1522,7076,21792,18,29347,5311,12,12,2954,449,119,19902,969,46,8266,5,4349,4220,1339,504,773,553,51,7809,1254,3742,9,2504,1080,867,10190,2436,122,395,9,3033,821,655,8088,2018,10231,314,6561,763,2868,1,796,2975,5036,21269,6320,10834,2743,3112,10178,32,231,25224,2350,1100,708,2172,2574,6771,1086,255,3,341,302,781,2680,1075,27387,2204,1167,3,905,534,113,1518,35944,1612,4514,141,21269,985,1612,65563,2680,969,344,786,867,53,867,2528,3696,2528,1079,3696,2528,933,10337,99,1118,1079,3696,2528,867,3759,5,2528,2528,1079,3014,1612,696,2927,2056,500,2381,486,985,3516,6320,10834,2743,3112,10178,32,231,696,2927,2056,500,2381,486,985,3516,813,805,141,424388,189,411,288,1970,607,2822,530,636,465,5,1586,1522,7076,21792,5154,2776,290,786,452,637,927,11,2993,1167,3,905,534,113,1518,35944,1612,4514,1079,3696,2528,933,10337,99,1118,1079,3696,2528,867,3759,5,2528,NA,NA,NA,NA,NA,10834,2743,3112,10178,32,231,25224,2350,1100,708,2172,2574,637,927,11,2993,1096,2538,316,7146,1079,53,867,2927,"LumB"
"799","TCGA-LL-A442-01A-11R-A24H-07",560,1456,31894,9602,777,5218,1539,167,612,3504,181,2445,1305,8613,82,35830,122709,538,112,36415,204,3930,2172,658,2,24,0,17598,10459,781,2,4051,39915,1498,535,5399,19311,608,395,476,28294,2195,542,2805,81,67933,275,1867,659,609,542,143,32410,53123,5278,5757,42302,256378,14762,70704,7060,1462,38600,734,6616,8,2711,42936,688,9139,99,5657,0,254,1831,171935,2395,67,957,2617,5745,7007,1698,24,13,5215,490,41062,52754,1134,301,3691,746,2655,820,1650,12,140,1384,753,2805,14439,5906,51724,4197,16,0,11041,491,3,27802,2499,210,16267,52,81200,3809,747,3699,875,3939,229,2461,1432,5985,0,2176,2362,1178,3514,12017,78,723,0,6686,6644,27301,4691,6346,67143,1744,9797,908,8337,0,1034,3337,30850,25533,5843,6874,12922,19732,10061,58,1391,17796,3262,13798,3641,5017,11356,11037,1350,1105,21,3089,1651,11705,35483,1454,40668,31842,658,62,2,21459,5,24,53384,9602,171935,82,25533,181,9602,2172,35483,2499,1134,19311,1178,13,1178,560,3930,560,1456,3930,560,1462,38600,734,6616,1456,3930,560,1178,53123,140,560,560,1456,31894,9602,777,5218,1539,167,612,3504,181,2445,5843,6874,12922,19732,10061,58,1391,777,5218,1539,167,612,3504,181,2445,1305,8613,82,35830,122709,538,301,3691,746,2655,820,1650,12,140,1384,753,2805,14439,1498,535,5399,19311,608,395,476,28294,2195,658,62,2,21459,5,24,53384,9602,171935,1456,3930,560,1462,38600,734,6616,1456,3930,560,1178,53123,140,560,NA,NA,NA,NA,NA,6874,12922,19732,10061,58,1391,17796,3262,13798,3641,5017,11356,395,476,28294,2195,542,2805,81,67933,1456,13,1178,5218,"LumA"
"800","TCGA-BH-A5IZ-01A-11R-A27Q-07",4751,6165,14297,536,5444,1703,3984,1094,6378,1466,4199,9438,4982,604,1201,13169,3063,1645,103,1400,3997,556,925,4022,6999,103809,34630,43,1800,4067,1362,15793,190,5840,6144,10286,81,1117,1915,592,23,10313,1257,8594,13459,26550,19,3643,2610,1066,471,25,3836,5620,12453,4411,36085,3079,11543,4251,17595,1327,11591,381,2157,59,1377,13678,1831,6508,2073,2146,61,144,320,696,1433,9,635,3184,953,959,464,253,30,1864,482,42091,19286,1292,532,3355,1167,1202,336,2474,1994,2478,3734,2606,18332,50541,48,36076,5117,2115,691,9734,439,52,25535,1801,116,8591,43,6980,677,977,3473,831,530,68,4454,1046,11279,677,1535,2838,983,4641,4048,113,643,1368,3284,1534,721,7666,5807,1601,340,9821,2008,6799,63,16109,2665,6070,53387,19239,7386,4184,5696,5874,91,4660,14513,9179,2487,1943,2232,505,8270,3176,109,4,1797,3526,31514,181,1248,1328,3590,4022,63,6999,579,7020,103809,13735,536,696,1201,53387,4199,536,925,181,1801,1292,81,983,30,983,4751,556,4751,6165,556,4751,1327,11591,381,2157,6165,556,4751,983,5620,2478,4751,4751,6165,14297,536,5444,1703,3984,1094,6378,1466,4199,9438,19239,7386,4184,5696,5874,91,4660,5444,1703,3984,1094,6378,1466,4199,9438,4982,604,1201,13169,3063,1645,532,3355,1167,1202,336,2474,1994,2478,3734,2606,18332,50541,5840,6144,10286,81,1117,1915,592,23,10313,4022,63,6999,579,7020,103809,13735,536,696,6165,556,4751,1327,11591,381,2157,6165,556,4751,983,5620,2478,4751,NA,NA,NA,NA,NA,7386,4184,5696,5874,91,4660,14513,9179,2487,1943,2232,505,1915,592,23,10313,1257,8594,13459,26550,6165,30,983,1703,"LumA"
"801","TCGA-S3-AA17-01A-11R-A41B-07",449,1754,6909,12798,1423,1143,1931,151,1634,1338,456,6498,988,3058,201,16686,46053,752,192,8669,121,2058,1667,1271,44,144,639,2016,6105,783,6,3560,20246,5436,5830,6307,1471,369,599,352,141,1485,895,2107,84,107436,518,1195,2147,1482,2934,333,2012,8748,4788,5551,53106,15373,9514,3404,8073,839,14285,507,1608,15,1211,26585,1164,6365,1581,3030,1,103,671,49606,1524,19,1298,2217,2387,2342,797,1250,1001,9922,363,14890,223,554,221,1602,707,1911,220,528,3383,3221,1546,1273,7836,18739,84,24543,2887,872,1,9928,209,14,19267,1471,23137,11936,17,2766,835,831,533,477,2315,118,920,1085,3880,0,1619,1283,735,5859,2165,26,3856,0,3222,3940,3337,6077,2072,16957,1314,7545,1210,6232,5397,7832,3777,18164,22716,3529,8925,6176,17363,12210,45,3521,6963,13614,33768,15305,3064,10338,6576,3145,2298,6,13694,3348,5292,753,324,7570,2606,1271,2,44,315,5,144,39421,12798,49606,201,22716,456,12798,1667,753,1471,554,1471,735,1001,735,449,2058,449,1754,2058,449,839,14285,507,1608,1754,2058,449,735,8748,3221,449,449,1754,6909,12798,1423,1143,1931,151,1634,1338,456,6498,3529,8925,6176,17363,12210,45,3521,1423,1143,1931,151,1634,1338,456,6498,988,3058,201,16686,46053,752,221,1602,707,1911,220,528,3383,3221,1546,1273,7836,18739,5436,5830,6307,1471,369,599,352,141,1485,1271,2,44,315,5,144,39421,12798,49606,1754,2058,449,839,14285,507,1608,1754,2058,449,735,8748,3221,449,NA,NA,NA,NA,NA,8925,6176,17363,12210,45,3521,6963,13614,33768,15305,3064,10338,599,352,141,1485,895,2107,84,107436,1754,1001,735,1143,"Basal"
"802","TCGA-B6-A0X5-01A-21R-A109-07",438,2619,4588,3320,1540,4389,4014,45,2952,1504,3213,7598,2202,2657,23,6735,55179,719,230,25878,196,2967,1169,2101,6,30,51,8364,5240,1341,12,5492,25279,4365,1727,890,620,1587,1141,483,11437,2842,2252,5985,21,50870,2025,5026,2533,1470,3732,235,5451,7210,3121,3399,21787,14763,31680,6680,4506,973,17938,557,3165,4,2312,22349,1567,13830,104,10722,0,10,1857,25285,3882,6,974,1556,2748,9567,963,3,6,753,618,2220,32842,957,748,2375,1984,2123,334,1336,231,13,2105,3632,935,5045,1399,24150,4059,1,0,6936,39,1,18960,434,152,16841,14,3979,7173,169,170,404,24,317,2136,1612,3104,0,827,1777,1167,2975,4161,474,1204,1,4528,4308,2430,3782,2872,23754,1790,9713,3439,5132,3429,559,2083,19351,20469,5602,11833,6483,2070,16525,18,153,4683,12536,1023,660,3598,19789,10766,336,1092,1,456,171,4761,5304,1840,10363,3850,2101,33,6,34486,8,30,43767,3320,25285,23,20469,3213,3320,1169,5304,434,957,620,1167,6,1167,438,2967,438,2619,2967,438,973,17938,557,3165,2619,2967,438,1167,7210,13,438,438,2619,4588,3320,1540,4389,4014,45,2952,1504,3213,7598,5602,11833,6483,2070,16525,18,153,1540,4389,4014,45,2952,1504,3213,7598,2202,2657,23,6735,55179,719,748,2375,1984,2123,334,1336,231,13,2105,3632,935,5045,4365,1727,890,620,1587,1141,483,11437,2842,2101,33,6,34486,8,30,43767,3320,25285,2619,2967,438,973,17938,557,3165,2619,2967,438,1167,7210,13,438,NA,NA,NA,NA,NA,11833,6483,2070,16525,18,153,4683,12536,1023,660,3598,19789,1141,483,11437,2842,2252,5985,21,50870,2619,6,1167,4389,"LumB"
"803","TCGA-A7-A4SC-01A-12R-A266-07",232,428,2418,2091,219,1749,806,69,168,204,576,5498,145,2521,736,37014,28917,164,107,9375,402,2790,1574,156,4230,2010,5553,13611,2730,270,68,949,38465,6761,515,4895,1291,59,6222,71,192,1831,179,658,4318,132623,155,241,302,246,419,200,8925,3982,2134,4007,28409,25792,7261,2289,3120,681,7593,452,2144,57,362,12218,386,2655,1422,850,8,99,876,23759,2024,19,929,1190,825,15640,747,21,103,1741,181,57538,1488,155,145,1349,189,1437,292,379,446,1418,539,568,3518,7355,5662,21494,1445,1780,24,2989,205,13,17593,1583,936,6477,27,3510,3242,461,471,337,2899,205,2168,506,2693,5,880,1243,221,2799,3028,194,951,59,2334,1929,3513,2372,2916,13116,1207,6836,345,2318,7,1498,1685,14279,10620,2156,2290,3579,7614,2465,4177,1002,10868,1864,1217,1626,1750,709,11295,453,1134,0,399,893,3747,4153,238,4878,3409,156,1,4230,3007,128,2010,6887,2091,23759,736,10620,576,2091,1574,4153,1583,155,1291,221,103,221,232,2790,232,428,2790,232,681,7593,452,2144,428,2790,232,221,3982,1418,232,232,428,2418,2091,219,1749,806,69,168,204,576,5498,2156,2290,3579,7614,2465,4177,1002,219,1749,806,69,168,204,576,5498,145,2521,736,37014,28917,164,145,1349,189,1437,292,379,446,1418,539,568,3518,7355,6761,515,4895,1291,59,6222,71,192,1831,156,1,4230,3007,128,2010,6887,2091,23759,428,2790,232,681,7593,452,2144,428,2790,232,221,3982,1418,232,NA,NA,NA,NA,NA,2290,3579,7614,2465,4177,1002,10868,1864,1217,1626,1750,709,6222,71,192,1831,179,658,4318,132623,428,103,221,1749,"Her2"
"804","TCGA-OL-A66H-01A-11R-A29R-07",712,956,24779,11911,661,11272,1670,137,997,466,138,1591,562,2367,43,15567,22530,166,966,15806,408,3511,975,751,684,276,712,9394,4273,518,10,1944,31085,7785,695,13753,24809,606,312,307,718,608,807,1525,481,33671,605,1265,1075,530,522,65,5521,7992,6314,3187,29909,8081,12060,1813,14298,873,15483,177,3292,21,683,29495,747,7174,249,1965,0,158,999,54223,2049,123,1541,1433,1286,4198,1948,156,218,6584,435,16097,20415,374,267,2370,348,2465,753,586,682,74,1176,1193,2514,11916,131,18567,3649,39,15,5370,227,9,14090,719,876,12055,12,2467,2373,780,2842,245,1534,90,2501,1291,3486,15,1207,3395,511,5446,5259,37,2186,2,3089,3606,1993,7836,3643,29591,629,8364,673,9739,286,4232,2871,15552,21158,4869,6369,3297,15003,6059,64,2821,4519,17618,107468,27398,4698,988,6071,1051,142,1,47622,3993,5812,376,647,11594,3724,751,42,684,323,201,276,33946,11911,54223,43,21158,138,11911,975,376,719,374,24809,511,218,511,712,3511,712,956,3511,712,873,15483,177,3292,956,3511,712,511,7992,74,712,712,956,24779,11911,661,11272,1670,137,997,466,138,1591,4869,6369,3297,15003,6059,64,2821,661,11272,1670,137,997,466,138,1591,562,2367,43,15567,22530,166,267,2370,348,2465,753,586,682,74,1176,1193,2514,11916,7785,695,13753,24809,606,312,307,718,608,751,42,684,323,201,276,33946,11911,54223,956,3511,712,873,15483,177,3292,956,3511,712,511,7992,74,712,NA,NA,NA,NA,NA,6369,3297,15003,6059,64,2821,4519,17618,107468,27398,4698,988,312,307,718,608,807,1525,481,33671,956,218,511,11272,"LumA"
"805","TCGA-AR-A1AT-01A-11R-A12P-07",259,1433,1738,429,1080,2267,2306,276,2095,5541,2596,3443,1106,1320,85,379228,3011,632,1943,14954,133,2428,15855,2226,55,120,74,609,3149,881,7,5613,9309,3688,1824,3791,257,914,896,198,139,2090,880,4148,156,9871,402,891,1442,1854,8569,1522,6482,9765,7498,5030,19921,54074,12543,2091,9164,740,7868,356,2089,10,1145,16898,1106,4506,782,2519,6,91,530,53132,1477,10,1465,2106,1976,5533,922,249,413,4313,441,15774,970,250,403,1606,1103,1098,377,985,2860,1135,2104,993,3637,12447,678,39646,2486,55430,1136,5823,132,20,25500,1661,7159,10623,24,4151,7520,597,1138,587,931,137,3063,1011,3374,4,1310,1368,460,4725,3891,47,1722,1,3724,1925,2072,3828,3853,17420,588,5190,1205,3005,13265,5261,2896,15340,14632,5062,7644,1756,6642,5062,50,1213,23836,7886,15046,19662,2569,2538,11043,528,1342,168,6074,932,1279,447,907,7609,3837,2226,0,55,840,10,120,50546,429,53132,85,14632,2596,429,15855,447,1661,250,257,460,413,460,259,2428,259,1433,2428,259,740,7868,356,2089,1433,2428,259,460,9765,1135,259,259,1433,1738,429,1080,2267,2306,276,2095,5541,2596,3443,5062,7644,1756,6642,5062,50,1213,1080,2267,2306,276,2095,5541,2596,3443,1106,1320,85,379228,3011,632,403,1606,1103,1098,377,985,2860,1135,2104,993,3637,12447,3688,1824,3791,257,914,896,198,139,2090,2226,0,55,840,10,120,50546,429,53132,1433,2428,259,740,7868,356,2089,1433,2428,259,460,9765,1135,259,NA,NA,NA,NA,NA,7644,1756,6642,5062,50,1213,23836,7886,15046,19662,2569,2538,896,198,139,2090,880,4148,156,9871,1433,413,460,2267,"Basal"
